zone,state,lga,sector,ea,hhid,indiv,cropcode,FILTER1,phl_q1,phl_q2,phl_q3,phl_q4__1,phl_q4__2,phl_q4__3,phl_q4__4,phl_q4__5,phl_q4__6,phl_q5
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129137,2,"1121. YAM, WHITE",YES,1. YES,3,7,0,0,1,1,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129137,3,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129139,3,2170. PLANTAIN,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129139,1,2170. PLANTAIN,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129139,1701,2170. PLANTAIN,YES,1. YES,1,6,1,0,0,1,0,1,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129139,4,2170. PLANTAIN,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129141,1302,1020. CASSAVA,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129141,3,1020. CASSAVA,YES,1. YES,2,3,0,1,0,1,0,0,2
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129141,2,1020. CASSAVA,YES,1. YES,3,3,0,1,0,1,0,0,5
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129141,1301,1020. CASSAVA,YES,1. YES,2,5,1,0,0,1,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129141,1,1020. CASSAVA,YES,1. YES,3,3,1,1,0,1,0,1,5
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129141,1303,1020. CASSAVA,YES,1. YES,3,3,0,1,1,1,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129141,1303,"1121. YAM, WHITE",YES,1. YES,3,3,0,1,0,1,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129141,3,"1121. YAM, WHITE",YES,1. YES,3,3,0,1,0,1,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129141,1302,"1121. YAM, WHITE",YES,1. YES,3,3,0,0,1,1,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129141,2,"1121. YAM, WHITE",YES,1. YES,3,3,1,1,0,1,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129141,1,"1121. YAM, WHITE",YES,1. YES,3,4,1,1,1,1,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129141,1301,"1121. YAM, WHITE",YES,1. YES,3,3,0,1,0,1,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129142,3,1020. CASSAVA,YES,1. YES,3,3,0,1,0,1,0,0,3
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129142,5101,1020. CASSAVA,YES,1. YES,2,3,0,1,0,1,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129142,2,1020. CASSAVA,YES,1. YES,3,3,0,1,1,1,0,0,4
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129142,1,1020. CASSAVA,YES,1. YES,3,3,1,1,1,1,0,0,5
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129142,5101,1080. MAIZE,YES,1. YES,3,3,1,0,0,1,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129142,2,1080. MAIZE,YES,1. YES,3,3,1,0,0,1,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129142,3,1080. MAIZE,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129142,1,1080. MAIZE,YES,1. YES,3,3,1,0,1,0,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129142,2,"1121. YAM, WHITE",YES,1. YES,3,3,0,1,0,1,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129142,3,"1121. YAM, WHITE",YES,1. YES,3,3,0,1,0,1,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129142,5101,"1121. YAM, WHITE",YES,1. YES,3,3,0,0,1,1,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129142,1,"1121. YAM, WHITE",YES,1. YES,3,3,0,1,0,1,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129142,5101,2170. PLANTAIN,YES,1. YES,3,3,1,1,0,1,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129142,3,2170. PLANTAIN,YES,1. YES,3,3,0,1,1,0,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129142,2,2170. PLANTAIN,YES,1. YES,3,3,1,1,0,1,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129142,1,2170. PLANTAIN,YES,1. YES,3,3,1,1,0,1,0,0,0. NONE
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129145,1301,1090. MELON/EGUSI,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129145,1,1090. MELON/EGUSI,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129145,2,1090. MELON/EGUSI,YES,1. YES,3,1,0,0,1,0,0,0,0. NONE
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129145,1,"1121. YAM, WHITE",YES,1. YES,3,1,0,1,0,0,0,1,4
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129145,1301,"1121. YAM, WHITE",YES,1. YES,2,1,0,1,0,0,0,0,3
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129145,2,"1121. YAM, WHITE",YES,1. YES,2,1,0,1,0,0,0,0,2
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129145,2,"2141. PEPPER, SWEET/BELL (TATASHE)",YES,1. YES,2,1,0,0,1,0,0,0,0. NONE
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129145,1,"2141. PEPPER, SWEET/BELL (TATASHE)",YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129145,1301,"2141. PEPPER, SWEET/BELL (TATASHE)",YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129146,1,1020. CASSAVA,YES,1. YES,3,4,1,0,1,0,1,0,0. NONE
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129146,1,"1121. YAM, WHITE",YES,1. YES,5,1,1,0,0,0,1,0,0. NONE
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129154,1,1020. CASSAVA,YES,1. YES,2,4,1,0,0,1,0,1,0. NONE
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129154,3,1020. CASSAVA,YES,1. YES,1,3,1,0,0,1,0,0,0. NONE
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129154,101,1020. CASSAVA,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129154,5,1020. CASSAVA,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129154,2,1020. CASSAVA,YES,1. YES,3,5,1,1,1,1,1,0,0. NONE
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129154,4,1020. CASSAVA,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129154,3,1080. MAIZE,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129154,5,1080. MAIZE,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129154,101,1080. MAIZE,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129154,4,1080. MAIZE,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129154,1,1080. MAIZE,YES,1. YES,2,2,1,1,0,1,0,0,0. NONE
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129154,2,1080. MAIZE,YES,1. YES,3,4,1,1,0,1,0,0,0. NONE
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129154,101,"2194. GREEN VEGETABLE (SPINACH, UGU, ETC)",YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129154,1,"2194. GREEN VEGETABLE (SPINACH, UGU, ETC)",YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129154,3,"2194. GREEN VEGETABLE (SPINACH, UGU, ETC)",YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129154,4,"2194. GREEN VEGETABLE (SPINACH, UGU, ETC)",YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129154,5,"2194. GREEN VEGETABLE (SPINACH, UGU, ETC)",YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129154,2,"2194. GREEN VEGETABLE (SPINACH, UGU, ETC)",YES,1. YES,1,1,0,1,0,1,0,0,0. NONE
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129156,1,1020. CASSAVA,YES,1. YES,6,6,0,0,0,1,0,1,0. NONE
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129156,4,1020. CASSAVA,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129156,2,1020. CASSAVA,YES,1. YES,6,6,0,0,0,1,0,1,0. NONE
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129156,3,1020. CASSAVA,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129156,3,1080. MAIZE,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129156,1,1080. MAIZE,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129156,2,1080. MAIZE,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129156,4,1080. MAIZE,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129156,1,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129156,3,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129156,4,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129156,2,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
5. South South,12. Edo,1209. ETSAKO WEST,1. URBAN,226,129168,5,1020. CASSAVA,YES,1. YES,2,4,1,0,0,0,1,0,2
5. South South,12. Edo,1209. ETSAKO WEST,1. URBAN,226,129168,6,1020. CASSAVA,YES,1. YES,2,4,1,0,0,1,0,0,2
5. South South,12. Edo,1209. ETSAKO WEST,1. URBAN,226,129168,1301,1020. CASSAVA,YES,1. YES,2,4,1,0,0,0,0,0,0. NONE
5. South South,12. Edo,1209. ETSAKO WEST,1. URBAN,226,129168,2,1020. CASSAVA,YES,1. YES,2,5,1,1,1,1,1,1,2
5. South South,12. Edo,1209. ETSAKO WEST,1. URBAN,226,129168,4,1020. CASSAVA,YES,1. YES,2,4,1,0,0,0,1,0,2
5. South South,12. Edo,1209. ETSAKO WEST,1. URBAN,226,129168,1,1020. CASSAVA,YES,1. YES,2,5,1,0,0,0,1,1,2
5. South South,12. Edo,1209. ETSAKO WEST,1. URBAN,566,129170,4,1020. CASSAVA,YES,1. YES,5,8,1,0,0,1,1,1,2
5. South South,12. Edo,1209. ETSAKO WEST,1. URBAN,566,129170,3,1020. CASSAVA,YES,1. YES,3,8,1,1,0,0,1,1,2
5. South South,12. Edo,1209. ETSAKO WEST,1. URBAN,566,129170,2,1020. CASSAVA,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1209. ETSAKO WEST,1. URBAN,566,129170,4,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
5. South South,12. Edo,1209. ETSAKO WEST,1. URBAN,566,129170,2,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
5. South South,12. Edo,1209. ETSAKO WEST,1. URBAN,566,129170,3,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
5. South South,12. Edo,1211. IKPOBA OKHA,1. URBAN,0,129176,5101,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
5. South South,12. Edo,1211. IKPOBA OKHA,1. URBAN,0,129176,1,"1121. YAM, WHITE",YES,1. YES,4,3,0,0,0,0,0,1,0. NONE
5. South South,12. Edo,1211. IKPOBA OKHA,1. URBAN,0,129176,2,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129180,5101,1020. CASSAVA,YES,1. YES,4,5,1,0,0,0,1,1,2
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129180,5103,1020. CASSAVA,YES,1. YES,2,5,1,0,0,0,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129180,5102,1020. CASSAVA,YES,1. YES,2,5,1,0,0,0,0,0,0. NONE
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129180,5104,1020. CASSAVA,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129180,5101,1080. MAIZE,YES,1. YES,2,5,0,1,0,0,0,1,2
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129180,5104,1080. MAIZE,YES,1. YES,2,5,0,1,0,0,0,1,2
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129180,5103,1080. MAIZE,YES,2. NO,,,,,,,,,
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129180,5102,1080. MAIZE,YES,1. YES,2,5,0,1,0,0,0,0,1
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129182,1,"1121. YAM, WHITE",YES,1. YES,5,1,0,1,0,0,0,0,5
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129182,4,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129182,2,"1121. YAM, WHITE",YES,1. YES,10,1,1,1,0,0,0,0,0. NONE
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130021,6,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130021,2,"1121. YAM, WHITE",YES,1. YES,2,5,0,1,0,1,0,0,0. NONE
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130021,1,"1121. YAM, WHITE",YES,1. YES,5,3.5,0,1,0,0,0,1,0. NONE
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130021,5,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,6,1040. COCOYAM,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,5,1040. COCOYAM,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,7,1040. COCOYAM,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,3,1040. COCOYAM,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,4,1040. COCOYAM,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,2,1040. COCOYAM,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,1,1040. COCOYAM,YES,1. YES,2,2.5,0,1,0,1,0,1,0. NONE
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,7,1080. MAIZE,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,2,1080. MAIZE,YES,1. YES,5,2,0,1,0,0,0,1,0. NONE
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,3,1080. MAIZE,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,5,1080. MAIZE,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,6,1080. MAIZE,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,4,1080. MAIZE,YES,1. YES,6,3,0,1,1,0,0,1,0. NONE
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,1,1080. MAIZE,YES,1. YES,7,2,0,1,0,0,0,1,0. NONE
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,1,"1121. YAM, WHITE",YES,1. YES,4,3,0,1,0,1,0,1,0. NONE
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,2,"1121. YAM, WHITE",YES,1. YES,2,3,0,1,1,0,0,1,0. NONE
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,5,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,7,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,3,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,4,"1121. YAM, WHITE",YES,1. YES,3,4,0,1,0,1,0,0,0. NONE
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,6,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,3,3040. COCOA,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,4,3040. COCOA,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,5,3040. COCOA,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,1,3040. COCOA,YES,1. YES,3,3,1,1,1,1,0,1,3
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,6,3040. COCOA,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,7,3040. COCOA,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,2,3040. COCOA,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,5,3170. ORANGE,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,7,3170. ORANGE,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,4,3170. ORANGE,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,3,3170. ORANGE,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,6,3170. ORANGE,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,1,3170. ORANGE,YES,1. YES,6,3,0,1,0,0,0,1,2
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,2,3170. ORANGE,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130027,3,1040. COCOYAM,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130027,5,1040. COCOYAM,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130027,4,1040. COCOYAM,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130027,1,1040. COCOYAM,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130027,2,1040. COCOYAM,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130027,3,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130027,5,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130027,1,"1121. YAM, WHITE",YES,1. YES,3,2,0,0,0,1,0,0,2
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130027,2,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130027,4,"1121. YAM, WHITE",YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130027,3,"1122. YAM, YELLOW",YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130027,1,"1122. YAM, YELLOW",YES,1. YES,2,2,0,0,0,1,0,0,1
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130027,4,"1122. YAM, YELLOW",YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130027,2,"1122. YAM, YELLOW",YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130027,5,"1122. YAM, YELLOW",YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130032,1701,1020. CASSAVA,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130032,4,1020. CASSAVA,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130032,3,1020. CASSAVA,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130032,2,1020. CASSAVA,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130032,1,1020. CASSAVA,YES,1. YES,4,3,0,1,0,0,0,1,6
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130032,1701,1040. COCOYAM,YES,2. NO,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130032,1,1040. COCOYAM,YES,1. YES,5,2.5,0,1,0,0,0,1,4
